Query_ID	Chr	Subject_ID	Genome_start	Genome_end	S_strand	Pident	Qcovs	Aln_Length	Q_length	Q_start	Q_end	S_start	S_end	Evalue	Bitscore	Subject_description
Gma-MIR10196|PmiREN0012486|Gm19:34483638-34483889(+)	Chr19	GWHAAEV00000019.1	35425150	35425377	plus	99.561	100	228	228	1	228	35425150	35425377	5.88e-112	407	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR10197|PmiREN0012487|Gm01:33669854-33669976(+)	Chr01	GWHAAEV00000001.1	35188199	35188280	plus	100.000	100	82	82	1	82	35188199	35188280	6.84e-35	149	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR10198a|PmiREN0012583|Gm03:8845595-8845863(+)	Chr03	GWHAAEV00000003.1	8721143	8721370	plus	100.000	100	228	228	1	228	8721143	8721370	1.38e-113	412	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198b|PmiREN0012584|Gm03:8912088-8912360(+)	Chr03	GWHAAEV00000003.1	8971468	8971699	plus	99.138	100	232	232	1	232	8971468	8971699	4.92e-113	410	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198c|PmiREN0012585|Gm03:9009792-9010061(+)	Chr03	GWHAAEV00000003.1	8885778	8886006	plus	100.000	100	229	229	1	229	8885778	8886006	3.98e-114	414	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198d|PmiREN0012586|Gm03:9026966-9027234(+)	Chr03	GWHAAEV00000003.1	8911801	8912028	plus	99.561	100	228	228	1	228	8911801	8912028	5.88e-112	407	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198e|PmiREN0012587|Gm03:9046337-9046606(+)	Chr03	GWHAAEV00000003.1	8885778	8886006	plus	100.000	100	229	229	1	229	8885778	8886006	3.98e-114	414	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198f|PmiREN0012588|Gm03:9065241-9065513(+)	Chr03	GWHAAEV00000003.1	8971468	8971699	plus	99.138	100	232	232	1	232	8971468	8971699	4.92e-113	410	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198g|PmiREN0012589|Gm03:9066263-9066535(+)	Chr03	GWHAAEV00000003.1	8971468	8971699	plus	99.138	100	232	232	1	232	8971468	8971699	4.92e-113	410	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198h|PmiREN0012590|Gm03:9137489-9137761(+)	Chr03	GWHAAEV00000003.1	8971468	8971699	plus	100.000	100	232	232	1	232	8971468	8971699	9.50e-116	419	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198i|PmiREN0012592|scaffold_105:25657-25925(-)	Chr03	GWHAAEV00000003.1	8721143	8721370	plus	99.561	100	228	228	1	228	8721143	8721370	5.88e-112	407	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198j|PmiREN0012591|scaffold_253:1895-2163(-)	Chr03	GWHAAEV00000003.1	8721143	8721370	plus	97.807	100	228	228	1	228	8721143	8721370	1.58e-106	389	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10198|PmiREN0012488|Gm03:8845596-8845843(+)	Chr03	GWHAAEV00000003.1	8721144	8721369	plus	100.000	100	226	226	1	226	8721144	8721369	1.67e-112	408	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10405a|PmiREN0012489|Gm01:3329532-3329641(+)	Chr01	GWHAAEV00000001.1	3930675	3930743	plus	100.000	100	69	69	1	69	3930675	3930743	5.93e-28	125	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR10405b|PmiREN0012490|Gm08:11491056-11491161(+)	Chr08	GWHAAEV00000008.1	11583197	11583261	plus	100.000	100	65	65	1	65	11583197	11583261	7.94e-26	118	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR10405c|PmiREN0012491|Gm08:40368403-40368507(-)	Chr08	GWHAAEV00000008.1	43015151	43015214	minus	100.000	100	64	64	1	64	43015214	43015151	2.77e-25	116	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR10405d|PmiREN0012492|Gm15:51839585-51839690(+)	Chr15	GWHAAEV00000015.1	51415249	51415313	plus	100.000	100	65	65	1	65	51415249	51415313	7.94e-26	118	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR10405e|PmiREN0012493|Gm04:15513057-15513148(+)	Chr04	GWHAAEV00000004.1	15682274	15682324	plus	100.000	100	51	51	1	51	15682274	15682324	2.05e-18	93.3	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR10407|PmiREN0012494|Gm15:32380197-32380307(-)	Chr15	GWHAAEV00000015.1	32691104	32691189	minus	98.837	100	86	86	1	86	32691189	32691104	2.11e-35	151	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR10408a|PmiREN0012593|Gm01:12576883-12576975(-)	Chr01	GWHAAEV00000001.1	13282624	13282675	minus	100.000	100	52	52	1	52	13282675	13282624	6.12e-19	95.1	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR10408b|PmiREN0012594|Gm01:27111296-27111388(+)	Chr01	GWHAAEV00000001.1	28825783	28825834	plus	100.000	100	52	52	1	52	28825783	28825834	6.12e-19	95.1	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR10408c|PmiREN0012595|Gm02:23583419-23583511(-)	Chr02	GWHAAEV00000002.1	24851356	24851407	minus	100.000	100	52	52	1	52	24851407	24851356	6.12e-19	95.1	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR10408d|PmiREN0012596|Gm04:25939932-25940024(+)	Chr04	GWHAAEV00000004.1	26426796	26426847	plus	100.000	100	52	52	1	52	26426796	26426847	6.12e-19	95.1	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR10408e|PmiREN0012597|Gm07:25577220-25577312(+)	Chr07	GWHAAEV00000007.1	27131544	27131595	plus	100.000	100	52	52	1	52	27131544	27131595	6.12e-19	95.1	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR10408f|PmiREN0012598|Gm10:17672980-17673071(+)	Chr10	GWHAAEV00000010.1	18260980	18261030	plus	100.000	100	51	51	1	51	18260980	18261030	2.05e-18	93.3	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR10408g|PmiREN0012599|Gm12:28966862-28966953(-)	Chr12	GWHAAEV00000012.1	31926425	31926475	minus	100.000	100	51	51	1	51	31926475	31926425	2.05e-18	93.3	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR10408h|PmiREN0012600|Gm13:3045779-3045871(+)	Chr13	GWHAAEV00000013.1	3529715	3529766	plus	100.000	100	52	52	1	52	3529715	3529766	6.12e-19	95.1	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR10408i|PmiREN0012601|Gm15:41239011-41239103(-)	Chr01	GWHAAEV00000001.1	13282624	13282673	minus	100.000	96	50	52	3	52	13282673	13282624	7.45e-18	91.5	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR10409|PmiREN0012495|Gm01:18201247-18201359(-)	Chr01	GWHAAEV00000001.1	19530841	19530929	minus	100.000	100	89	89	1	89	19530929	19530841	1.22e-38	161	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR10410|PmiREN0012496|Gm15:16821336-16821411(-)	Chr15	GWHAAEV00000015.1	17040151	17040203	minus	96.226	100	53	53	1	53	17040203	17040151	9.44e-17	87.8	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR10412|PmiREN0012497|Gm02:14075885-14075967(+)	Chr02	GWHAAEV00000002.1	13661999	13662056	plus	100.000	100	58	58	1	58	13661999	13662056	4.20e-22	105	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR10413a|PmiREN0012498|Gm02:33918823-33918905(-)	Chr02	GWHAAEV00000002.1	35558425	35558475	minus	100.000	100	51	51	1	51	35558475	35558425	2.05e-18	93.3	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR10413b|PmiREN0012499|Gm03:10624942-10625160(-)	Chr03	GWHAAEV00000003.1	10342084	10342261	minus	99.438	100	178	178	1	178	10342261	10342084	6.15e-85	317	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR10413c|PmiREN0012500|Gm05:21264916-21265164(-)	Chr05	GWHAAEV00000005.1	24142201	24142423	plus	100.000	100	223	223	1	223	24142201	24142423	6.98e-111	403	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR10413d|PmiREN0012501|Gm14:26837029-26837166(+)	Chr14	GWHAAEV00000014.1	26943014	26943110	plus	100.000	100	97	97	1	97	26943014	26943110	6.29e-43	176	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR10413e|PmiREN0012603|Gm02:20799263-20799354(-)	Chr02	GWHAAEV00000002.1	20366392	20366442	minus	100.000	100	51	51	1	51	20366442	20366392	2.05e-18	93.3	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR10413f|PmiREN0012602|Gm02:33918824-33918915(-)	Chr02	GWHAAEV00000002.1	35558425	35558475	minus	100.000	100	51	51	1	51	35558475	35558425	2.05e-18	93.3	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR10413g|PmiREN0012604|Gm04:31015262-31015353(-)	Chr04	GWHAAEV00000004.1	33057053	33057103	minus	100.000	100	51	51	1	51	33057103	33057053	2.05e-18	93.3	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR10413h|PmiREN0012606|Gm04:31024253-31024347(-)	Chr04	GWHAAEV00000004.1	33057050	33057103	minus	100.000	100	54	54	1	54	33057103	33057050	5.42e-20	98.7	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR10413i|PmiREN0012605|Gm05:21264901-21265164(-)	Chr05	GWHAAEV00000005.1	24142201	24142423	plus	100.000	100	223	223	1	223	24142201	24142423	6.98e-111	403	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR10419|PmiREN0012502|Gm05:40493401-40493594(-)	Chr05	GWHAAEV00000005.1	43448664	43448816	minus	100.000	100	153	153	1	153	43448816	43448664	4.49e-73	277	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR10420|PmiREN0012503|Gm05:40110796-40110903(-)	Chr05	GWHAAEV00000005.1	43052070	43052157	minus	100.000	100	88	88	1	88	43052157	43052070	4.20e-38	159	  Chromosome 5   Complete=T   Circular=F   OriSeqID=Chr05   Len=45299532
Gma-MIR10421a|PmiREN0012504|Gm06:28798328-28798476(+)	Chr06	GWHAAEV00000006.1	28362708	28362815	plus	100.000	100	108	108	1	108	28362708	28362815	7.78e-49	196	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR10421b|PmiREN0012607|Gm07:28165587-28165867(-)	Chr07	GWHAAEV00000007.1	29752857	29753096	minus	100.000	100	240	240	1	240	29753096	29752857	4.49e-120	434	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR10421c|PmiREN0012609|Gm10:14925384-14925467(-)	Chr10	GWHAAEV00000010.1	15267207	15267249	minus	100.000	100	43	43	1	43	15267249	15267207	3.20e-14	78.8	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR10421d|PmiREN0012608|Gm11:21635033-21635219(+)	Chr04	GWHAAEV00000004.1	19434680	19434829	minus	94.667	100	150	146	1	146	19434829	19434680	4.53e-60	234	  Chromosome 4   Complete=T   Circular=F   OriSeqID=Chr04   Len=53978414
Gma-MIR10422|PmiREN0012505|Gm06:27066515-27066662(+)	Chr06	GWHAAEV00000006.1	26869246	26869352	minus	100.000	100	107	107	1	107	26869352	26869246	2.68e-48	194	  Chromosome 6   Complete=T   Circular=F   OriSeqID=Chr06   Len=51952677
Gma-MIR10424a|PmiREN0012506|Gm07:13932024-13932199(+)	Chr07	GWHAAEV00000007.1	14052324	14052458	plus	100.000	100	135	135	1	135	14052324	14052458	2.27e-63	244	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR10424b|PmiREN0012507|Gm12:5098007-5098184(+)	Chr12	GWHAAEV00000012.1	5179210	5179346	plus	100.000	100	137	137	1	137	5179210	5179346	1.90e-64	248	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR10424c|PmiREN0012508|Gm18:20522086-20522257(+)	Chr18	GWHAAEV00000018.1	20297397	20297527	plus	100.000	100	131	131	1	131	20297397	20297527	3.24e-61	237	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR10424d|PmiREN0012509|Gm19:9710451-9710619(-)	Chr19	GWHAAEV00000019.1	9878773	9878900	minus	100.000	100	128	128	1	128	9878900	9878773	1.34e-59	232	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR10424e|PmiREN0012510|Gm09:30942934-30943105(-)	Chr09	GWHAAEV00000009.1	31745435	31745565	minus	100.000	100	131	131	1	131	31745565	31745435	3.24e-61	237	  Chromosome 9   Complete=T   Circular=F   OriSeqID=Chr09   Len=51486896
Gma-MIR10424f|PmiREN0012511|Gm07:17729555-17729726(+)	Chr07	GWHAAEV00000007.1	17823524	17823654	plus	100.000	100	131	131	1	131	17823524	17823654	3.24e-61	237	  Chromosome 7   Complete=T   Circular=F   OriSeqID=Chr07   Len=46590119
Gma-MIR10424g|PmiREN0012512|Gm10:27842909-27843078(+)	Chr10	GWHAAEV00000010.1	30109567	30109695	plus	100.000	100	129	129	1	129	30109567	30109695	3.87e-60	233	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR10424h|PmiREN0012513|Gm16:7509387-7509558(-)	Chr16	GWHAAEV00000016.1	7456837	7456967	minus	99.237	100	131	131	1	131	7456967	7456837	1.38e-59	233	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR10424i|PmiREN0012514|Gm16:8195901-8196082(+)	Chr16	GWHAAEV00000016.1	8157471	8157611	plus	99.291	100	141	140	1	140	8157471	8157611	6.81e-64	247	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR10424j|PmiREN0012515|Gm17:19618254-19618423(+)	Chr17	GWHAAEV00000017.1	19718968	19719096	plus	100.000	100	129	129	1	129	19718968	19719096	3.87e-60	233	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR10424k|PmiREN0012516|Gm18:21906951-21907123(+)	Chr18	GWHAAEV00000018.1	21707075	21707206	plus	100.000	100	132	132	1	132	21707075	21707206	9.38e-62	239	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR10424l|PmiREN0012612|Gm12:5097898-5098184(+)	Chr12	GWHAAEV00000012.1	5179101	5179346	plus	100.000	100	246	246	1	246	5179101	5179346	2.55e-123	444	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR10424m|PmiREN0012610|Gm12:14899915-14900042(+)	Chr12	GWHAAEV00000012.1	15113263	15113349	plus	100.000	100	87	87	1	87	15113263	15113349	1.44e-37	158	  Chromosome 12   Complete=T   Circular=F   OriSeqID=Chr12   Len=44494750
Gma-MIR10424n|PmiREN0012611|Gm16:8195899-8196084(+)	Chr16	GWHAAEV00000016.1	8157469	8157613	plus	100.000	100	145	145	1	145	8157469	8157613	9.26e-69	262	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR10427a|PmiREN0012517|Gm10:19143757-19143899(+)	Chr10	GWHAAEV00000010.1	19814375	19814476	plus	100.000	100	102	102	1	102	19814375	19814476	1.30e-45	185	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR10427b|PmiREN0012518|Gm15:31911307-31911446(-)	Chr15	GWHAAEV00000015.1	32190429	32190527	minus	98.990	100	99	99	1	99	32190527	32190429	2.26e-42	175	  Chromosome 15   Complete=T   Circular=F   OriSeqID=Chr15   Len=53421904
Gma-MIR10427c|PmiREN0012613|Gm16:15475187-15475462(-)	Chr16	GWHAAEV00000016.1	15083168	15083402	minus	100.000	100	235	235	1	235	15083402	15083168	2.27e-117	425	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR10432|PmiREN0012519|Gm13:36056341-36056567(-)	Chr13	GWHAAEV00000013.1	37743459	37743644	minus	100.000	100	186	186	1	186	37743644	37743459	6.92e-91	336	  Chromosome 13   Complete=T   Circular=F   OriSeqID=Chr13   Len=47100052
Gma-MIR10438a|PmiREN0012614|Gm17:21291730-21291887(-)	Chr17	GWHAAEV00000017.1	21439663	21439779	minus	100.000	100	117	117	1	117	21439779	21439663	1.11e-53	212	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR10438|PmiREN0012520|Gm17:21291741-21291878(-)	Chr17	GWHAAEV00000017.1	21439663	21439779	minus	100.000	100	117	117	1	117	21439779	21439663	1.11e-53	212	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR10439|PmiREN0012521|Gm18:16662999-16663153(+)	Chr18	GWHAAEV00000018.1	16399321	16399434	plus	100.000	100	114	114	1	114	16399321	16399434	4.57e-52	206	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR10440|PmiREN0012522|Gm18:48796817-48797146(+)	Chr18	GWHAAEV00000018.1	51081102	51081328	plus	99.559	100	227	289	1	227	51081102	51081328	2.68e-111	406	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR10441|PmiREN0012523|Gm18:3030367-3030522(-)	Chr18	GWHAAEV00000018.1	3137861	3137993	minus	100.000	100	133	133	1	133	3137993	3137861	2.71e-62	241	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR10444|PmiREN0012524|Gm19:35075255-35075378(-)	Chr19	GWHAAEV00000019.1	36018019	36018118	minus	100.000	100	100	100	1	100	36018118	36018019	1.54e-44	181	  Chromosome 19   Complete=T   Circular=F   OriSeqID=Chr19   Len=52317195
Gma-MIR10446|PmiREN0012525|Gm20:31318869-31318966(-)	Chr20	GWHAAEV00000020.1	35585534	35585590	minus	94.737	100	57	57	1	57	35585590	35585534	3.12e-17	90.6	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
Gma-MIR10447a|PmiREN0012526|Gm16:28427693-28427831(-)	Chr16	GWHAAEV00000016.1	28811858	28811955	minus	100.000	100	98	98	1	98	28811955	28811858	1.83e-43	178	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
Gma-MIR10447b|PmiREN0012527|Gm20:33629737-33630043(-)	Chr20	GWHAAEV00000020.1	37894906	37895191	minus	100.000	100	286	286	1	286	37895191	37894906	5.83e-145	517	  Chromosome 20   Complete=T   Circular=F   OriSeqID=Chr20   Len=52284028
Gma-MIR10447c|PmiREN0012615|Gm11:20166258-20166570(-)	Chr11	GWHAAEV00000011.1	20166977	20167248	minus	100.000	100	272	272	1	272	20167248	20166977	2.20e-137	491	  Chromosome 11   Complete=T   Circular=F   OriSeqID=Chr11   Len=40746315
Gma-MIR10447d|PmiREN0012528|Gm18:18608711-18608814(+)	Chr18	GWHAAEV00000018.1	18362752	18362814	plus	100.000	100	63	63	1	63	18362752	18362814	9.41e-25	114	  Chromosome 18   Complete=T   Circular=F   OriSeqID=Chr18   Len=60669500
Gma-MIR12185|PmiREN0012616|Gm02:45631152-45631269(-)	Chr02	GWHAAEV00000002.1	47408286	47408362	minus	100.000	100	77	77	1	77	47408362	47408286	3.22e-32	140	  Chromosome 2   Complete=T   Circular=F   OriSeqID=Chr02   Len=52160593
Gma-MIR12188|PmiREN0012617|Gm01:6838153-6838436(+)	Chr01	GWHAAEV00000001.1	7418481	7418723	plus	100.000	100	243	243	1	243	7418481	7418723	1.07e-121	439	  Chromosome 1   Complete=T   Circular=F   OriSeqID=Chr01   Len=59249829
Gma-MIR12203|PmiREN0012618|Gm10:3492982-3493127(-)	Chr10	GWHAAEV00000010.1	3654714	3654818	minus	100.000	100	105	105	1	105	3654818	3654714	3.19e-47	190	  Chromosome 10   Complete=T   Circular=F   OriSeqID=Chr10   Len=54067360
Gma-MIR12205|PmiREN0012619|Gm08:27055448-27055561(+)	Chr08	GWHAAEV00000008.1	27268330	27268402	plus	100.000	100	73	73	1	73	27268330	27268402	4.38e-30	132	  Chromosome 8   Complete=T   Circular=F   OriSeqID=Chr08   Len=49896852
Gma-MIR12206a|PmiREN0012621|Gm03:30040424-30040530(+)	Chr03	GWHAAEV00000003.1	30702316	30702381	plus	100.000	100	66	66	1	66	30702316	30702381	2.34e-26	120	  Chromosome 3   Complete=T   Circular=F   OriSeqID=Chr03   Len=47695029
Gma-MIR12206b|PmiREN0012622|Gm14:41842322-41842430(-)	Chr14	GWHAAEV00000014.1	45000588	45000655	minus	100.000	100	68	68	1	68	45000655	45000588	2.02e-27	123	  Chromosome 14   Complete=T   Circular=F   OriSeqID=Chr14   Len=53013617
Gma-MIR12206c|PmiREN0012620|Gm17:22931899-22932005(+)	Chr17	GWHAAEV00000017.1	23230323	23230388	plus	100.000	100	66	66	1	66	23230323	23230388	2.34e-26	120	  Chromosome 17   Complete=T   Circular=F   OriSeqID=Chr17   Len=42350739
Gma-MIR12208a|PmiREN0012623|Gm16:36246539-36246627(+)	Chr16	GWHAAEV00000016.1	36308280	36308327	plus	100.000	100	48	48	1	48	36308280	36308327	7.63e-17	87.8	  Chromosome 16   Complete=T   Circular=F   OriSeqID=Chr16   Len=38265740
